[INFO] [WallTime: 1785479050.121595] === Keenon T2 Diagnostic Monitor Started ===
[INFO] [WallTime: 1785479050.161647] [ODOM] Pos(X: +0.000, Y: +0.000) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479068.994780] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.007620] [ODOM] Pos(X: +0.028, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.008399] [ODOM] Pos(X: +0.028, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.014162] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.047016] [ODOM] Pos(X: +0.028, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.048668] [ODOM] Pos(X: +0.029, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.055145] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.076572] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.091027] [ODOM] Pos(X: +0.029, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.092848] [ODOM] Pos(X: +0.029, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.118733] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.130811] [ODOM] Pos(X: +0.029, Y: -0.009) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.131566] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.139029] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.170566] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.171186] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.180802] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.202464] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.210972] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.216464] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.223966] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.254742] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.265598] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.285210] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.294691] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.295450] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.326211] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.334586] [ODOM] Pos(X: +0.029, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.334988] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.347275] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.374659] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.375339] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.389161] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.409581] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.415024] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.416201] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.451780] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.454799] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.455864] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.472246] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.492306] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.494606] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.533373] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.534663] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.535362] [ODOM] Pos(X: +0.030, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.554913] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.574644] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.575266] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.595752] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.614746] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.615727] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.654616] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.655338] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.694745] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.696859] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.734811] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.735839] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.774649] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.784076] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.823028] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.862812] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.863799] [CMD_VEL (Chassis Input)] Linear.x: +0.005, Angular.z: +0.000
[INFO] [WallTime: 1785479069.864965] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.903074] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.904098] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.942795] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.943445] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.983026] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479069.984341] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.022970] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.064263] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.065547] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.069647] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479070.102652] [ODOM] Pos(X: +0.031, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.103148] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.142770] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.143343] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.182908] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.183864] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.222884] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.223666] [ODOM] Pos(X: +0.032, Y: -0.010) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.253918] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479070.262885] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.265057] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.302815] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.313374] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.352128] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.391047] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.393368] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.432085] [ODOM] Pos(X: +0.032, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.433198] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.472171] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.472919] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.510993] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.511861] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.551095] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.555712] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.598866] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.599741] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.638870] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.640350] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.678605] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.718788] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.719556] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.758898] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.759707] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.795331] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479070.803028] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.803799] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.842543] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.843109] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.882905] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.883649] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.922689] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.923485] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.962783] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479070.972990] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.010720] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.050816] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.051572] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.090915] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.091569] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.130771] [ODOM] Pos(X: +0.033, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.131692] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.170962] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.171915] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.210988] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.211944] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.250911] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.251959] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.290785] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.293117] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.314676] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.330817] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.331577] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.355645] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.371038] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.372010] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.377595] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.398696] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.410666] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.411322] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.440145] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.455160] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.456490] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.460268] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.494866] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.495459] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.501963] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.523287] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.534841] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.536560] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.566829] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.574797] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.585707] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.614932] [ODOM] Pos(X: +0.034, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.615839] [ODOM] Pos(X: +0.035, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.626665] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.647674] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.655110] [ODOM] Pos(X: +0.035, Y: -0.011) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.656616] [ODOM] Pos(X: +0.035, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.689739] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.694479] [ODOM] Pos(X: +0.035, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.695823] [ODOM] Pos(X: +0.035, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.711850] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.732914] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.734637] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.774548] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.775810] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.776763] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.795690] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.814963] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.815755] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.837756] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.854826] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.855756] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.858758] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.894489] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.894953] [ODOM] Pos(X: +0.036, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.899795] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.920713] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.934633] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.935399] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.962349] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479071.974666] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.975236] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479071.983059] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.014787] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.015846] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.023226] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.043052] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.054746] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.065047] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.084507] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.102569] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.104943] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.126146] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.142990] [ODOM] Pos(X: +0.037, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.143936] [ODOM] Pos(X: +0.038, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.167746] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.182865] [ODOM] Pos(X: +0.038, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.183740] [ODOM] Pos(X: +0.038, Y: -0.012) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.188417] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.222734] [ODOM] Pos(X: +0.038, Y: -0.013) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.223499] [ODOM] Pos(X: +0.038, Y: -0.013) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.228905] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.249666] [CMD_VEL (Chassis Input)] Linear.x: +0.006, Angular.z: +0.000
[INFO] [WallTime: 1785479072.262901] [ODOM] Pos(X: +0.039, Y: -0.013) | Vel(Vx: +0.000, Wz: +0.000)
[INFO] [WallTime: 1785479072.263876] [ODOM] Pos(X: +0.039, Y: -0.013) | Vel(Vx: +0.000, Wz: +0.000)
